Currently Passing?,Proposition Number,Proposition Title,Yes Votes,Yes %,No Votes,No %,State - Yes Votes,State - Yes %,State - No Votes,State - No %,County,Fetch Time
False,20,Parole Restrictions for Certain Offenses,101680,0.292,246439,0.708,4406268,0.377,7277287,0.623,Alameda,2020-11-05 18:08:21
False,21,Expands Governments’ Authority to Rent Control,175130,0.495,178959,0.505,4750077,0.402,7065386,0.598,Alameda,2020-11-05 18:08:21
False,22,App-Based Drivers and Employee Benefits,160062,0.449,196413,0.551,6945967,0.585,4937432,0.415,Alameda,2020-11-05 18:08:21
False,23,State Requirements for Kidney Dialysis Clinics,153982,0.436,199043,0.564,4247298,0.36,7559266,0.64,Alameda,2020-11-05 18:08:21
True,14,Bonds to Continue Stem Cell Research,215752,0.611,137574,0.389,6008342,0.51,5767322,0.49,Alameda,2020-11-05 18:08:21
True,15,"Property Tax to Fund Schools, Government Services",237092,0.6579999999999999,123133,0.342,5771942,0.482,6199238,0.518,Alameda,2020-11-05 18:08:21
True,16,Affirmative Action in Government Decisions,214349,0.603,141009,0.397,5183370,0.439,6629334,0.561,Alameda,2020-11-05 18:08:21
True,17,Restores Right to Vote After Prison Term,268509,0.747,90900,0.253,7040443,0.59,4895418,0.41,Alameda,2020-11-05 18:08:21
True,18,17-year-old Primary Voting Rights,218448,0.608,140789,0.392,5360118,0.448,6600859,0.552,Alameda,2020-11-05 18:08:21
True,19,Changes Certain Property Tax Rules,204917,0.586,144766,0.414,6033591,0.514,5693867,0.486,Alameda,2020-11-05 18:08:21
True,24,Amends Consumer Privacy Laws,202385,0.5770000000000001,148337,0.423,6558108,0.561,5135622,0.439,Alameda,2020-11-05 18:08:21
True,25,Eliminates Money Bail System,201156,0.586,142282,0.414,5176635,0.445,6461554,0.555,Alameda,2020-11-05 18:08:21
False,16,Affirmative Action in Government Decisions,336,0.478,367,0.522,5183370,0.439,6629334,0.561,Alpine,2020-11-05 18:08:22
False,18,17-year-old Primary Voting Rights,337,0.471,379,0.529,5360118,0.448,6600859,0.552,Alpine,2020-11-05 18:08:22
False,20,Parole Restrictions for Certain Offenses,196,0.28,505,0.72,4406268,0.377,7277287,0.623,Alpine,2020-11-05 18:08:22
False,21,Expands Governments’ Authority to Rent Control,320,0.449,393,0.551,4750077,0.402,7065386,0.598,Alpine,2020-11-05 18:08:22
False,22,App-Based Drivers and Employee Benefits,309,0.439,395,0.561,6945967,0.585,4937432,0.415,Alpine,2020-11-05 18:08:22
False,23,State Requirements for Kidney Dialysis Clinics,338,0.481,365,0.519,4247298,0.36,7559266,0.64,Alpine,2020-11-05 18:08:22
False,24,Amends Consumer Privacy Laws,290,0.413,412,0.5870000000000001,6558108,0.561,5135622,0.439,Alpine,2020-11-05 18:08:22
True,14,Bonds to Continue Stem Cell Research,409,0.574,303,0.426,6008342,0.51,5767322,0.49,Alpine,2020-11-05 18:08:22
True,15,"Property Tax to Fund Schools, Government Services",400,0.5589999999999999,316,0.441,5771942,0.482,6199238,0.518,Alpine,2020-11-05 18:08:22
True,17,Restores Right to Vote After Prison Term,464,0.644,256,0.35600000000000004,7040443,0.59,4895418,0.41,Alpine,2020-11-05 18:08:22
True,19,Changes Certain Property Tax Rules,410,0.5820000000000001,295,0.418,6033591,0.514,5693867,0.486,Alpine,2020-11-05 18:08:22
True,25,Eliminates Money Bail System,385,0.551,314,0.449,5176635,0.445,6461554,0.555,Alpine,2020-11-05 18:08:22
False,14,Bonds to Continue Stem Cell Research,7226,0.335,14323,0.665,6008342,0.51,5767322,0.49,Amador,2020-11-05 18:08:25
False,15,"Property Tax to Fund Schools, Government Services",5563,0.256,16191,0.7440000000000001,5771942,0.482,6199238,0.518,Amador,2020-11-05 18:08:25
False,16,Affirmative Action in Government Decisions,3995,0.18600000000000005,17533,0.8140000000000001,5183370,0.439,6629334,0.561,Amador,2020-11-05 18:08:25
False,17,Restores Right to Vote After Prison Term,7467,0.343,14322,0.657,7040443,0.59,4895418,0.41,Amador,2020-11-05 18:08:25
False,18,17-year-old Primary Voting Rights,4634,0.212,17212,0.7879999999999999,5360118,0.448,6600859,0.552,Amador,2020-11-05 18:08:25
False,19,Changes Certain Property Tax Rules,7928,0.3720000000000001,13376,0.628,6033591,0.514,5693867,0.486,Amador,2020-11-05 18:08:25
False,20,Parole Restrictions for Certain Offenses,10035,0.472,11224,0.528,4406268,0.377,7277287,0.623,Amador,2020-11-05 18:08:25
False,21,Expands Governments’ Authority to Rent Control,4527,0.211,16909,0.789,4750077,0.402,7065386,0.598,Amador,2020-11-05 18:08:25
False,23,State Requirements for Kidney Dialysis Clinics,4502,0.21,16963,0.79,4247298,0.36,7559266,0.64,Amador,2020-11-05 18:08:25
False,24,Amends Consumer Privacy Laws,8800,0.412,12552,0.588,6558108,0.561,5135622,0.439,Amador,2020-11-05 18:08:25
False,25,Eliminates Money Bail System,5906,0.278,15311,0.722,5176635,0.445,6461554,0.555,Amador,2020-11-05 18:08:25
True,22,App-Based Drivers and Employee Benefits,14455,0.674,6987,0.326,6945967,0.585,4937432,0.415,Amador,2020-11-05 18:08:25
False,14,Bonds to Continue Stem Cell Research,36706,0.428,49018,0.5720000000000001,6008342,0.51,5767322,0.49,Butte,2020-11-05 18:08:27
False,15,"Property Tax to Fund Schools, Government Services",33107,0.381,53802,0.619,5771942,0.482,6199238,0.518,Butte,2020-11-05 18:08:27
False,16,Affirmative Action in Government Decisions,26133,0.304,59771,0.696,5183370,0.439,6629334,0.561,Butte,2020-11-05 18:08:27
False,17,Restores Right to Vote After Prison Term,41366,0.476,45600,0.524,7040443,0.59,4895418,0.41,Butte,2020-11-05 18:08:27
False,18,17-year-old Primary Voting Rights,29007,0.333,58103,0.667,5360118,0.448,6600859,0.552,Butte,2020-11-05 18:08:27
False,19,Changes Certain Property Tax Rules,39801,0.468,45287,0.532,6033591,0.514,5693867,0.486,Butte,2020-11-05 18:08:27
False,20,Parole Restrictions for Certain Offenses,37356,0.439,47686,0.561,4406268,0.377,7277287,0.623,Butte,2020-11-05 18:08:27
False,21,Expands Governments’ Authority to Rent Control,26948,0.314,58795,0.6859999999999999,4750077,0.402,7065386,0.598,Butte,2020-11-05 18:08:27
False,23,State Requirements for Kidney Dialysis Clinics,24852,0.289,61171,0.711,4247298,0.36,7559266,0.64,Butte,2020-11-05 18:08:27
False,24,Amends Consumer Privacy Laws,39944,0.47,45063,0.53,6558108,0.561,5135622,0.439,Butte,2020-11-05 18:08:27
False,25,Eliminates Money Bail System,30949,0.365,53869,0.635,5176635,0.445,6461554,0.555,Butte,2020-11-05 18:08:27
True,22,App-Based Drivers and Employee Benefits,54342,0.632,31680,0.368,6945967,0.585,4937432,0.415,Butte,2020-11-05 18:08:27
False,14,Bonds to Continue Stem Cell Research,7854,0.359,14001,0.6409999999999999,6008342,0.51,5767322,0.49,Calaveras,2020-11-05 18:08:29
False,15,"Property Tax to Fund Schools, Government Services",6158,0.279,15943,0.721,5771942,0.482,6199238,0.518,Calaveras,2020-11-05 18:08:29
False,16,Affirmative Action in Government Decisions,4514,0.207,17313,0.7929999999999999,5183370,0.439,6629334,0.561,Calaveras,2020-11-05 18:08:29
False,17,Restores Right to Vote After Prison Term,8252,0.373,13847,0.627,7040443,0.59,4895418,0.41,Calaveras,2020-11-05 18:08:29
False,18,17-year-old Primary Voting Rights,4992,0.225,17186,0.775,5360118,0.448,6600859,0.552,Calaveras,2020-11-05 18:08:29
False,19,Changes Certain Property Tax Rules,8800,0.405,12940,0.595,6033591,0.514,5693867,0.486,Calaveras,2020-11-05 18:08:29
False,20,Parole Restrictions for Certain Offenses,9867,0.456,11758,0.544,4406268,0.377,7277287,0.623,Calaveras,2020-11-05 18:08:29
False,21,Expands Governments’ Authority to Rent Control,4630,0.213,17139,0.787,4750077,0.402,7065386,0.598,Calaveras,2020-11-05 18:08:29
False,23,State Requirements for Kidney Dialysis Clinics,4542,0.207,17367,0.7929999999999999,4247298,0.36,7559266,0.64,Calaveras,2020-11-05 18:08:29
False,24,Amends Consumer Privacy Laws,8958,0.413,12730,0.5870000000000001,6558108,0.561,5135622,0.439,Calaveras,2020-11-05 18:08:29
False,25,Eliminates Money Bail System,6524,0.301,15158,0.6990000000000001,5176635,0.445,6461554,0.555,Calaveras,2020-11-05 18:08:29
True,22,App-Based Drivers and Employee Benefits,14571,0.6679999999999999,7247,0.332,6945967,0.585,4937432,0.415,Calaveras,2020-11-05 18:08:29
False,14,Bonds to Continue Stem Cell Research,1849,0.3670000000000001,3196,0.633,6008342,0.51,5767322,0.49,Colusa,2020-11-05 18:08:33
False,15,"Property Tax to Fund Schools, Government Services",1576,0.309,3521,0.691,5771942,0.482,6199238,0.518,Colusa,2020-11-05 18:08:33
False,16,Affirmative Action in Government Decisions,1223,0.244,3782,0.7559999999999999,5183370,0.439,6629334,0.561,Colusa,2020-11-05 18:08:33
False,17,Restores Right to Vote After Prison Term,1851,0.365,3225,0.635,7040443,0.59,4895418,0.41,Colusa,2020-11-05 18:08:33
False,18,17-year-old Primary Voting Rights,1245,0.245,3842,0.755,5360118,0.448,6600859,0.552,Colusa,2020-11-05 18:08:33
False,19,Changes Certain Property Tax Rules,2128,0.425,2879,0.575,6033591,0.514,5693867,0.486,Colusa,2020-11-05 18:08:33
False,20,Parole Restrictions for Certain Offenses,2355,0.471,2643,0.529,4406268,0.377,7277287,0.623,Colusa,2020-11-05 18:08:33
False,21,Expands Governments’ Authority to Rent Control,1205,0.239,3843,0.7609999999999999,4750077,0.402,7065386,0.598,Colusa,2020-11-05 18:08:33
False,23,State Requirements for Kidney Dialysis Clinics,1268,0.25,3799,0.75,4247298,0.36,7559266,0.64,Colusa,2020-11-05 18:08:33
False,24,Amends Consumer Privacy Laws,2173,0.4370000000000001,2805,0.563,6558108,0.561,5135622,0.439,Colusa,2020-11-05 18:08:33
False,25,Eliminates Money Bail System,1441,0.289,3552,0.711,5176635,0.445,6461554,0.555,Colusa,2020-11-05 18:08:33
True,22,App-Based Drivers and Employee Benefits,3383,0.6709999999999999,1660,0.329,6945967,0.585,4937432,0.415,Colusa,2020-11-05 18:08:33
False,16,Affirmative Action in Government Decisions,171913,0.493,177069,0.507,5183370,0.439,6629334,0.561,Contra Costa,2020-11-05 18:08:36
False,18,17-year-old Primary Voting Rights,175814,0.498,176906,0.502,5360118,0.448,6600859,0.552,Contra Costa,2020-11-05 18:08:36
False,20,Parole Restrictions for Certain Offenses,119271,0.34600000000000003,225231,0.654,4406268,0.377,7277287,0.623,Contra Costa,2020-11-05 18:08:36
False,21,Expands Governments’ Authority to Rent Control,140646,0.407,205086,0.593,4750077,0.402,7065386,0.598,Contra Costa,2020-11-05 18:08:36
False,23,State Requirements for Kidney Dialysis Clinics,128636,0.371,217872,0.629,4247298,0.36,7559266,0.64,Contra Costa,2020-11-05 18:08:36
True,14,Bonds to Continue Stem Cell Research,199998,0.5710000000000001,150327,0.429,6008342,0.51,5767322,0.49,Contra Costa,2020-11-05 18:08:36
True,15,"Property Tax to Fund Schools, Government Services",198792,0.561,155815,0.439,5771942,0.482,6199238,0.518,Contra Costa,2020-11-05 18:08:36
True,17,Restores Right to Vote After Prison Term,231835,0.659,120050,0.341,7040443,0.59,4895418,0.41,Contra Costa,2020-11-05 18:08:36
True,19,Changes Certain Property Tax Rules,203447,0.586,143998,0.414,6033591,0.514,5693867,0.486,Contra Costa,2020-11-05 18:08:36
True,22,App-Based Drivers and Employee Benefits,185993,0.535,161711,0.465,6945967,0.585,4937432,0.415,Contra Costa,2020-11-05 18:08:36
True,24,Amends Consumer Privacy Laws,205967,0.6,137130,0.4,6558108,0.561,5135622,0.439,Contra Costa,2020-11-05 18:08:36
True,25,Eliminates Money Bail System,179997,0.527,161877,0.473,5176635,0.445,6461554,0.555,Contra Costa,2020-11-05 18:08:36
False,14,Bonds to Continue Stem Cell Research,3674,0.366,6355,0.634,6008342,0.51,5767322,0.49,Del Norte,2020-11-05 18:08:40
False,15,"Property Tax to Fund Schools, Government Services",3703,0.365,6443,0.635,5771942,0.482,6199238,0.518,Del Norte,2020-11-05 18:08:40
False,16,Affirmative Action in Government Decisions,2476,0.246,7570,0.754,5183370,0.439,6629334,0.561,Del Norte,2020-11-05 18:08:40
False,17,Restores Right to Vote After Prison Term,4248,0.419,5885,0.581,7040443,0.59,4895418,0.41,Del Norte,2020-11-05 18:08:40
False,18,17-year-old Primary Voting Rights,2864,0.282,7308,0.718,5360118,0.448,6600859,0.552,Del Norte,2020-11-05 18:08:40
False,19,Changes Certain Property Tax Rules,4060,0.408,5884,0.5920000000000001,6033591,0.514,5693867,0.486,Del Norte,2020-11-05 18:08:40
False,20,Parole Restrictions for Certain Offenses,4880,0.493,5026,0.507,4406268,0.377,7277287,0.623,Del Norte,2020-11-05 18:08:40
False,21,Expands Governments’ Authority to Rent Control,2723,0.274,7206,0.726,4750077,0.402,7065386,0.598,Del Norte,2020-11-05 18:08:40
False,23,State Requirements for Kidney Dialysis Clinics,3429,0.344,6537,0.6559999999999999,4247298,0.36,7559266,0.64,Del Norte,2020-11-05 18:08:40
False,24,Amends Consumer Privacy Laws,4665,0.469,5288,0.531,6558108,0.561,5135622,0.439,Del Norte,2020-11-05 18:08:40
False,25,Eliminates Money Bail System,3124,0.316,6765,0.684,5176635,0.445,6461554,0.555,Del Norte,2020-11-05 18:08:40
True,22,App-Based Drivers and Employee Benefits,5716,0.575,4226,0.425,6945967,0.585,4937432,0.415,Del Norte,2020-11-05 18:08:40
False,14,Bonds to Continue Stem Cell Research,34229,0.399,51512,0.601,6008342,0.51,5767322,0.49,El Dorado,2020-11-05 18:08:41
False,15,"Property Tax to Fund Schools, Government Services",29020,0.334,57961,0.6659999999999999,5771942,0.482,6199238,0.518,El Dorado,2020-11-05 18:08:41
False,16,Affirmative Action in Government Decisions,21880,0.255,63846,0.745,5183370,0.439,6629334,0.561,El Dorado,2020-11-05 18:08:41
False,17,Restores Right to Vote After Prison Term,37178,0.428,49612,0.5720000000000001,7040443,0.59,4895418,0.41,El Dorado,2020-11-05 18:08:41
False,18,17-year-old Primary Voting Rights,25451,0.292,61731,0.708,5360118,0.448,6600859,0.552,El Dorado,2020-11-05 18:08:41
False,19,Changes Certain Property Tax Rules,37129,0.436,47939,0.564,6033591,0.514,5693867,0.486,El Dorado,2020-11-05 18:08:41
False,20,Parole Restrictions for Certain Offenses,37450,0.444,46837,0.556,4406268,0.377,7277287,0.623,El Dorado,2020-11-05 18:08:41
False,21,Expands Governments’ Authority to Rent Control,21492,0.252,63729,0.748,4750077,0.402,7065386,0.598,El Dorado,2020-11-05 18:08:41
False,23,State Requirements for Kidney Dialysis Clinics,22517,0.264,62916,0.736,4247298,0.36,7559266,0.64,El Dorado,2020-11-05 18:08:41
False,24,Amends Consumer Privacy Laws,39468,0.465,45461,0.535,6558108,0.561,5135622,0.439,El Dorado,2020-11-05 18:08:41
False,25,Eliminates Money Bail System,29200,0.34600000000000003,55197,0.654,5176635,0.445,6461554,0.555,El Dorado,2020-11-05 18:08:41
True,22,App-Based Drivers and Employee Benefits,56615,0.662,28970,0.338,6945967,0.585,4937432,0.415,El Dorado,2020-11-05 18:08:41
False,14,Bonds to Continue Stem Cell Research,125654,0.467,143580,0.5329999999999999,6008342,0.51,5767322,0.49,Fresno,2020-11-05 18:08:45
False,15,"Property Tax to Fund Schools, Government Services",109933,0.404,162147,0.596,5771942,0.482,6199238,0.518,Fresno,2020-11-05 18:08:45
False,16,Affirmative Action in Government Decisions,90680,0.338,177999,0.662,5183370,0.439,6629334,0.561,Fresno,2020-11-05 18:08:45
False,17,Restores Right to Vote After Prison Term,125822,0.463,145907,0.537,7040443,0.59,4895418,0.41,Fresno,2020-11-05 18:08:45
False,18,17-year-old Primary Voting Rights,90632,0.333,181421,0.667,5360118,0.448,6600859,0.552,Fresno,2020-11-05 18:08:45
False,19,Changes Certain Property Tax Rules,131924,0.495,134606,0.505,6033591,0.514,5693867,0.486,Fresno,2020-11-05 18:08:45
False,21,Expands Governments’ Authority to Rent Control,80743,0.301,187940,0.6990000000000001,4750077,0.402,7065386,0.598,Fresno,2020-11-05 18:08:45
False,23,State Requirements for Kidney Dialysis Clinics,87012,0.322,183198,0.6779999999999999,4247298,0.36,7559266,0.64,Fresno,2020-11-05 18:08:45
False,25,Eliminates Money Bail System,88163,0.331,178495,0.669,5176635,0.445,6461554,0.555,Fresno,2020-11-05 18:08:45
True,20,Parole Restrictions for Certain Offenses,134742,0.506,131594,0.494,4406268,0.377,7277287,0.623,Fresno,2020-11-05 18:08:45
True,22,App-Based Drivers and Employee Benefits,177444,0.657,92702,0.343,6945967,0.585,4937432,0.415,Fresno,2020-11-05 18:08:45
True,24,Amends Consumer Privacy Laws,139000,0.521,127721,0.479,6558108,0.561,5135622,0.439,Fresno,2020-11-05 18:08:45
False,14,Bonds to Continue Stem Cell Research,3020,0.318,6471,0.682,6008342,0.51,5767322,0.49,Glenn,2020-11-05 18:08:47
False,15,"Property Tax to Fund Schools, Government Services",2319,0.242,7244,0.758,5771942,0.482,6199238,0.518,Glenn,2020-11-05 18:08:47
False,16,Affirmative Action in Government Decisions,1789,0.19,7633,0.81,5183370,0.439,6629334,0.561,Glenn,2020-11-05 18:08:47
False,17,Restores Right to Vote After Prison Term,3045,0.321,6455,0.679,7040443,0.59,4895418,0.41,Glenn,2020-11-05 18:08:47
False,18,17-year-old Primary Voting Rights,1878,0.197,7631,0.8029999999999999,5360118,0.448,6600859,0.552,Glenn,2020-11-05 18:08:47
False,19,Changes Certain Property Tax Rules,3450,0.369,5906,0.631,6033591,0.514,5693867,0.486,Glenn,2020-11-05 18:08:47
False,21,Expands Governments’ Authority to Rent Control,1813,0.191,7700,0.809,4750077,0.402,7065386,0.598,Glenn,2020-11-05 18:08:47
False,23,State Requirements for Kidney Dialysis Clinics,2013,0.211,7515,0.789,4247298,0.36,7559266,0.64,Glenn,2020-11-05 18:08:47
False,24,Amends Consumer Privacy Laws,3991,0.421,5492,0.579,6558108,0.561,5135622,0.439,Glenn,2020-11-05 18:08:47
False,25,Eliminates Money Bail System,2149,0.228,7266,0.772,5176635,0.445,6461554,0.555,Glenn,2020-11-05 18:08:47
True,20,Parole Restrictions for Certain Offenses,4861,0.518,4524,0.482,4406268,0.377,7277287,0.623,Glenn,2020-11-05 18:08:47
True,22,App-Based Drivers and Employee Benefits,6690,0.703,2824,0.297,6945967,0.585,4937432,0.415,Glenn,2020-11-05 18:08:47
False,14,Bonds to Continue Stem Cell Research,19921,0.4970000000000001,20141,0.503,6008342,0.51,5767322,0.49,Humboldt,2020-11-05 18:08:50
False,16,Affirmative Action in Government Decisions,17087,0.4270000000000001,22885,0.573,5183370,0.439,6629334,0.561,Humboldt,2020-11-05 18:08:50
False,18,17-year-old Primary Voting Rights,19237,0.472,21482,0.528,5360118,0.448,6600859,0.552,Humboldt,2020-11-05 18:08:50
False,20,Parole Restrictions for Certain Offenses,12751,0.322,26825,0.6779999999999999,4406268,0.377,7277287,0.623,Humboldt,2020-11-05 18:08:50
False,21,Expands Governments’ Authority to Rent Control,16817,0.42,23190,0.58,4750077,0.402,7065386,0.598,Humboldt,2020-11-05 18:08:50
False,22,App-Based Drivers and Employee Benefits,18042,0.452,21850,0.5479999999999999,6945967,0.585,4937432,0.415,Humboldt,2020-11-05 18:08:50
False,23,State Requirements for Kidney Dialysis Clinics,15539,0.391,24250,0.609,4247298,0.36,7559266,0.64,Humboldt,2020-11-05 18:08:50
False,25,Eliminates Money Bail System,19366,0.489,20225,0.511,5176635,0.445,6461554,0.555,Humboldt,2020-11-05 18:08:50
True,15,"Property Tax to Fund Schools, Government Services",22344,0.5479999999999999,18403,0.452,5771942,0.482,6199238,0.518,Humboldt,2020-11-05 18:08:50
True,17,Restores Right to Vote After Prison Term,25710,0.631,15007,0.369,7040443,0.59,4895418,0.41,Humboldt,2020-11-05 18:08:50
True,19,Changes Certain Property Tax Rules,20123,0.506,19637,0.494,6033591,0.514,5693867,0.486,Humboldt,2020-11-05 18:08:50
True,24,Amends Consumer Privacy Laws,20823,0.527,18701,0.473,6558108,0.561,5135622,0.439,Humboldt,2020-11-05 18:08:50
False,16,Affirmative Action in Government Decisions,8560,0.444,10738,0.556,5183370,0.439,6629334,0.561,Imperial,2020-11-05 18:08:52
False,18,17-year-old Primary Voting Rights,7922,0.408,11517,0.5920000000000001,5360118,0.448,6600859,0.552,Imperial,2020-11-05 18:08:52
False,20,Parole Restrictions for Certain Offenses,8420,0.438,10810,0.562,4406268,0.377,7277287,0.623,Imperial,2020-11-05 18:08:52
False,21,Expands Governments’ Authority to Rent Control,7368,0.382,11898,0.618,4750077,0.402,7065386,0.598,Imperial,2020-11-05 18:08:52
False,23,State Requirements for Kidney Dialysis Clinics,8818,0.455,10553,0.545,4247298,0.36,7559266,0.64,Imperial,2020-11-05 18:08:52
False,25,Eliminates Money Bail System,7678,0.402,11410,0.598,5176635,0.445,6461554,0.555,Imperial,2020-11-05 18:08:52
True,14,Bonds to Continue Stem Cell Research,10925,0.5660000000000001,8393,0.434,6008342,0.51,5767322,0.49,Imperial,2020-11-05 18:08:52
True,15,"Property Tax to Fund Schools, Government Services",10040,0.515,9450,0.485,5771942,0.482,6199238,0.518,Imperial,2020-11-05 18:08:52
True,17,Restores Right to Vote After Prison Term,10517,0.542,8894,0.458,7040443,0.59,4895418,0.41,Imperial,2020-11-05 18:08:52
True,19,Changes Certain Property Tax Rules,10599,0.552,8594,0.448,6033591,0.514,5693867,0.486,Imperial,2020-11-05 18:08:52
True,22,App-Based Drivers and Employee Benefits,11174,0.5770000000000001,8194,0.423,6945967,0.585,4937432,0.415,Imperial,2020-11-05 18:08:52
True,24,Amends Consumer Privacy Laws,11780,0.612,7484,0.388,6558108,0.561,5135622,0.439,Imperial,2020-11-05 18:08:52
False,14,Bonds to Continue Stem Cell Research,2613,0.425,3540,0.575,6008342,0.51,5767322,0.49,Inyo,2020-11-05 18:08:54
False,15,"Property Tax to Fund Schools, Government Services",2641,0.422,3613,0.578,5771942,0.482,6199238,0.518,Inyo,2020-11-05 18:08:54
False,16,Affirmative Action in Government Decisions,2064,0.335,4091,0.665,5183370,0.439,6629334,0.561,Inyo,2020-11-05 18:08:54
False,17,Restores Right to Vote After Prison Term,3105,0.4970000000000001,3147,0.503,7040443,0.59,4895418,0.41,Inyo,2020-11-05 18:08:54
False,18,17-year-old Primary Voting Rights,2151,0.344,4105,0.6559999999999999,5360118,0.448,6600859,0.552,Inyo,2020-11-05 18:08:54
False,19,Changes Certain Property Tax Rules,2782,0.457,3300,0.5429999999999999,6033591,0.514,5693867,0.486,Inyo,2020-11-05 18:08:54
False,20,Parole Restrictions for Certain Offenses,2346,0.384,3761,0.616,4406268,0.377,7277287,0.623,Inyo,2020-11-05 18:08:54
False,21,Expands Governments’ Authority to Rent Control,2030,0.332,4093,0.6679999999999999,4750077,0.402,7065386,0.598,Inyo,2020-11-05 18:08:54
False,23,State Requirements for Kidney Dialysis Clinics,1688,0.274,4470,0.726,4247298,0.36,7559266,0.64,Inyo,2020-11-05 18:08:54
False,24,Amends Consumer Privacy Laws,2925,0.479,3177,0.521,6558108,0.561,5135622,0.439,Inyo,2020-11-05 18:08:54
False,25,Eliminates Money Bail System,2444,0.4,3668,0.6,5176635,0.445,6461554,0.555,Inyo,2020-11-05 18:08:54
True,22,App-Based Drivers and Employee Benefits,3439,0.56,2697,0.44,6945967,0.585,4937432,0.415,Inyo,2020-11-05 18:08:54
False,14,Bonds to Continue Stem Cell Research,60724,0.4320000000000001,79815,0.568,6008342,0.51,5767322,0.49,Kern,2020-11-05 18:08:57
False,15,"Property Tax to Fund Schools, Government Services",51196,0.36,91173,0.64,5771942,0.482,6199238,0.518,Kern,2020-11-05 18:08:57
False,16,Affirmative Action in Government Decisions,41873,0.297,99246,0.703,5183370,0.439,6629334,0.561,Kern,2020-11-05 18:08:57
False,17,Restores Right to Vote After Prison Term,59574,0.419,82457,0.581,7040443,0.59,4895418,0.41,Kern,2020-11-05 18:08:57
False,18,17-year-old Primary Voting Rights,43221,0.304,99082,0.696,5360118,0.448,6600859,0.552,Kern,2020-11-05 18:08:57
False,19,Changes Certain Property Tax Rules,61728,0.44,78617,0.56,6033591,0.514,5693867,0.486,Kern,2020-11-05 18:08:57
False,20,Parole Restrictions for Certain Offenses,69398,0.494,71136,0.506,4406268,0.377,7277287,0.623,Kern,2020-11-05 18:08:57
False,21,Expands Governments’ Authority to Rent Control,38496,0.272,102877,0.728,4750077,0.402,7065386,0.598,Kern,2020-11-05 18:08:57
False,23,State Requirements for Kidney Dialysis Clinics,39138,0.276,102712,0.7240000000000001,4247298,0.36,7559266,0.64,Kern,2020-11-05 18:08:57
False,24,Amends Consumer Privacy Laws,67971,0.484,72567,0.516,6558108,0.561,5135622,0.439,Kern,2020-11-05 18:08:57
False,25,Eliminates Money Bail System,43463,0.311,96291,0.6890000000000001,5176635,0.445,6461554,0.555,Kern,2020-11-05 18:08:57
True,22,App-Based Drivers and Employee Benefits,94387,0.6659999999999999,47235,0.334,6945967,0.585,4937432,0.415,Kern,2020-11-05 18:08:57
False,14,Bonds to Continue Stem Cell Research,13370,0.381,21745,0.619,6008342,0.51,5767322,0.49,Kings,2020-11-05 18:08:58
False,15,"Property Tax to Fund Schools, Government Services",11653,0.33,23641,0.67,5771942,0.482,6199238,0.518,Kings,2020-11-05 18:08:58
False,16,Affirmative Action in Government Decisions,9007,0.257,26057,0.743,5183370,0.439,6629334,0.561,Kings,2020-11-05 18:08:58
False,17,Restores Right to Vote After Prison Term,13108,0.3720000000000001,22174,0.628,7040443,0.59,4895418,0.41,Kings,2020-11-05 18:08:58
False,18,17-year-old Primary Voting Rights,9110,0.258,26228,0.742,5360118,0.448,6600859,0.552,Kings,2020-11-05 18:08:58
False,19,Changes Certain Property Tax Rules,14940,0.429,19920,0.5710000000000001,6033591,0.514,5693867,0.486,Kings,2020-11-05 18:08:58
False,21,Expands Governments’ Authority to Rent Control,8451,0.24,26736,0.76,4750077,0.402,7065386,0.598,Kings,2020-11-05 18:08:58
False,23,State Requirements for Kidney Dialysis Clinics,9980,0.282,25355,0.718,4247298,0.36,7559266,0.64,Kings,2020-11-05 18:08:58
False,24,Amends Consumer Privacy Laws,15465,0.449,18955,0.551,6558108,0.561,5135622,0.439,Kings,2020-11-05 18:08:58
False,25,Eliminates Money Bail System,9155,0.266,25202,0.7340000000000001,5176635,0.445,6461554,0.555,Kings,2020-11-05 18:08:58
True,20,Parole Restrictions for Certain Offenses,19929,0.5670000000000001,15200,0.433,4406268,0.377,7277287,0.623,Kings,2020-11-05 18:08:58
True,22,App-Based Drivers and Employee Benefits,23953,0.6809999999999999,11227,0.319,6945967,0.585,4937432,0.415,Kings,2020-11-05 18:08:58
False,15,"Property Tax to Fund Schools, Government Services",5132,0.47,5786,0.53,5771942,0.482,6199238,0.518,Lake,2020-11-05 18:08:59
False,16,Affirmative Action in Government Decisions,4105,0.381,6673,0.619,5183370,0.439,6629334,0.561,Lake,2020-11-05 18:08:59
False,18,17-year-old Primary Voting Rights,4152,0.38,6760,0.62,5360118,0.448,6600859,0.552,Lake,2020-11-05 18:08:59
False,20,Parole Restrictions for Certain Offenses,4182,0.39,6530,0.61,4406268,0.377,7277287,0.623,Lake,2020-11-05 18:08:59
False,21,Expands Governments’ Authority to Rent Control,4105,0.381,6678,0.619,4750077,0.402,7065386,0.598,Lake,2020-11-05 18:08:59
False,23,State Requirements for Kidney Dialysis Clinics,3612,0.334,7204,0.6659999999999999,4247298,0.36,7559266,0.64,Lake,2020-11-05 18:08:59
False,25,Eliminates Money Bail System,5185,0.484,5538,0.516,5176635,0.445,6461554,0.555,Lake,2020-11-05 18:08:59
